filename,width,height,class,xmin,ymin,xmax,ymax
mixed121.jpg,300,300,book,92,119,189,196
mixed121.jpg,300,300,water_bottle,98,12,138,131
mixed121.jpg,300,300,cent,224,135,265,217
mixed121.jpg,300,300,cent,164,185,204,264
mixed639.jpg,300,300,mug,140,99,216,207
mixed639.jpg,300,300,mug,62,83,124,160
mixed1023.jpg,300,300,mug,85,113,201,202
mixed574.jpg,300,300,cent,23,131,93,254
mixed574.jpg,300,300,cent,88,112,126,203
mixed574.jpg,300,300,water_bottle,157,11,201,203
mixed574.jpg,300,300,water_bottle,229,6,285,218
mixed515.jpg,300,300,mug,96,78,258,232
mixed515.jpg,300,300,mug,2,97,98,169
SmartPhone62.jpg,300,300,smartPhone,118,22,179,272
mixed997.jpg,300,300,mug,39,98,104,174
mixed997.jpg,300,300,mug,141,118,197,202
mixed997.jpg,300,300,cent,192,36,221,116
purfume14.jpg,300,300,cent,42,9,259,294
SmartPhone63.jpg,300,300,smartPhone,111,17,233,285
mixed1368.jpg,300,300,water_bottle,122,95,165,196
mixed1368.jpg,300,300,cent,1,152,25,212
mixed884.jpg,300,300,cent,43,41,127,231
mixed884.jpg,300,300,cent,199,17,261,189
purfume4.jpg,300,300,cent,56,4,246,294
purfume153.jpg,300,300,cent,106,33,192,265
mixed461.jpg,300,300,water_bottle,200,95,294,243
mixed461.jpg,300,300,cent,71,144,124,198
mixed461.jpg,300,300,cent,155,122,189,171
mixed461.jpg,300,300,water_bottle,13,62,78,157
purfume39.jpg,300,300,cent,111,65,189,231
mixed194.jpg,300,300,book,4,5,274,233
mixed401.jpg,300,300,book,32,64,208,204
mixed401.jpg,300,300,book,204,96,300,188
mixed1210.jpg,300,300,water_bottle,94,8,166,287
mixed1210.jpg,300,300,water_bottle,200,24,256,248
purfume36.jpg,300,300,cent,175,33,292,277
mixed319.jpg,300,300,cent,47,93,100,187
mixed319.jpg,300,300,mug,233,82,300,168
mixed319.jpg,300,300,wallet,196,189,284,300
mixed319.jpg,300,300,mug,128,58,176,124
mixed319.jpg,300,300,cent,115,135,176,232
mixed1282.jpg,300,300,book,54,34,257,193
mixed876.jpg,300,300,wallet,76,221,131,279
mixed876.jpg,300,300,wallet,137,185,184,226
mixed876.jpg,300,300,water_bottle,27,106,92,222
mixed876.jpg,300,300,water_bottle,103,71,142,180
mixed876.jpg,300,300,book,140,75,206,151
mixed876.jpg,300,300,book,217,76,290,147
mixed1015.jpg,300,300,water_bottle,97,11,183,215
mixed379.jpg,300,300,cent,19,104,90,220
mixed379.jpg,300,300,cent,135,103,201,222
mixed379.jpg,300,300,mug,80,22,134,105
mixed379.jpg,300,300,mug,205,16,262,108
mixed379.jpg,300,300,wallet,222,122,300,228
mixed749.jpg,300,300,book,24,64,204,216
mixed749.jpg,300,300,book,199,100,300,196
SmartPhone12.jpg,300,300,smartPhone,47,9,282,276
mixed1363.jpg,300,300,book,39,44,150,150
mixed1363.jpg,300,300,book,19,175,158,244
mixed1363.jpg,300,300,book,190,102,295,212
mixed1115.jpg,300,300,book,35,46,281,265
purfume48.jpg,300,300,cent,181,112,271,216
mixed1083.jpg,300,300,mug,16,108,138,187
mixed1083.jpg,300,300,mug,152,111,268,191
mixed161.jpg,300,300,mug,104,104,193,205
mixed161.jpg,300,300,mug,232,108,285,180
mixed161.jpg,300,300,mug,2,109,38,197
SmartPhone39.jpg,300,300,smartPhone,18,1,277,300
mixed271.jpg,300,300,mug,18,41,105,157
mixed271.jpg,300,300,mug,175,17,295,257
mixed524.jpg,300,300,wallet,110,83,262,258
mixed1256.jpg,300,300,book,11,39,248,267
mixed1056.jpg,300,300,cent,67,38,137,173
mixed1056.jpg,300,300,cent,201,24,272,167
mixed1049.jpg,300,300,book,34,29,263,288
SmartPhone31.jpg,300,300,smartPhone,117,24,191,284
mixed934.jpg,300,300,cent,74,146,124,201
mixed934.jpg,300,300,cent,155,120,186,172
mixed934.jpg,300,300,water_bottle,206,98,287,244
mixed934.jpg,300,300,water_bottle,14,66,71,156
mixed105.jpg,300,300,mug,46,89,134,202
mixed105.jpg,300,300,mug,137,87,228,204
mixed959.jpg,300,300,water_bottle,47,82,89,172
mixed959.jpg,300,300,book,103,138,195,183
mixed959.jpg,300,300,cent,208,132,240,173
mixed959.jpg,300,300,cent,196,113,216,149
mixed573.jpg,300,300,book,188,95,296,150
mixed573.jpg,300,300,water_bottle,11,82,104,208
mixed573.jpg,300,300,water_bottle,134,64,186,179
mixed573.jpg,300,300,wallet,68,210,168,263
mixed573.jpg,300,300,wallet,183,181,269,225
mixed887.jpg,300,300,wallet,51,105,97,166
mixed887.jpg,300,300,cent,129,106,173,197
mixed887.jpg,300,300,cent,216,111,270,212
mixed887.jpg,300,300,mug,161,33,206,106
mixed887.jpg,300,300,mug,274,24,300,106
mixed589.jpg,300,300,cent,136,189,197,264
mixed589.jpg,300,300,cent,227,136,279,210
mixed589.jpg,300,300,book,7,130,163,201
mixed589.jpg,300,300,water_bottle,11,14,83,129
purfume127.jpg,300,300,cent,99,37,200,256
mixed192.jpg,300,300,cent,54,86,106,165
mixed192.jpg,300,300,cent,127,51,169,133
mixed192.jpg,300,300,wallet,90,192,169,281
mixed192.jpg,300,300,wallet,158,141,228,197
mixed1204.jpg,300,300,wallet,68,25,262,136
mixed1204.jpg,300,300,wallet,70,162,229,260
mixed966.jpg,300,300,mug,17,58,183,273
SmartPhone11.jpg,300,300,smartPhone,103,13,201,282
mixed148.jpg,300,300,book,40,41,253,272
mixed1129.jpg,300,300,wallet,65,20,262,121
mixed1129.jpg,300,300,wallet,69,165,237,263
mixed651.jpg,300,300,book,182,110,281,219
mixed651.jpg,300,300,book,6,76,170,214
mixed1122.jpg,300,300,water_bottle,90,2,183,200
mixed885.jpg,300,300,wallet,88,183,169,272
mixed885.jpg,300,300,wallet,153,127,221,188
mixed885.jpg,300,300,cent,53,79,97,159
mixed885.jpg,300,300,cent,124,39,162,123
SmartPhone42.jpg,300,300,smartPhone,100,21,200,280
purfume113.jpg,300,300,cent,11,4,289,282
SmartPhone18.jpg,300,300,smartPhone,117,30,183,276
mixed998.jpg,300,300,cent,36,8,116,181
mixed998.jpg,300,300,wallet,147,134,291,300
mixed396.jpg,300,300,wallet,51,63,154,245
mixed396.jpg,300,300,wallet,183,98,281,254
purfume64.jpg,300,300,cent,155,104,279,258
purfume106.jpg,300,300,cent,211,40,298,294
mixed895.jpg,300,300,wallet,60,167,155,248
mixed895.jpg,300,300,wallet,164,137,265,231
mixed895.jpg,300,300,cent,75,16,129,123
mixed895.jpg,300,300,cent,162,17,206,129
mixed575.jpg,300,300,book,20,178,161,244
mixed575.jpg,300,300,book,30,54,145,152
mixed575.jpg,300,300,book,182,99,280,203
mixed133.jpg,300,300,mug,37,90,103,172
mixed133.jpg,300,300,mug,139,104,196,189
mixed133.jpg,300,300,cent,185,35,221,111
mixed1181.jpg,300,300,mug,42,79,125,175
mixed1181.jpg,300,300,mug,165,50,205,115
mixed1181.jpg,300,300,mug,235,74,300,191
mixed692.jpg,300,300,book,19,74,179,217
mixed692.jpg,300,300,book,181,107,299,195
mixed122.jpg,300,300,wallet,46,160,116,273
mixed122.jpg,300,300,wallet,156,160,279,298
mixed122.jpg,300,300,book,91,13,269,158
purfume130.jpg,300,300,cent,83,13,238,280
mixed124.jpg,300,300,cent,49,63,120,219
mixed124.jpg,300,300,cent,170,33,232,177
mixed118.jpg,300,300,book,17,48,233,219
mixed960.jpg,300,300,book,30,78,119,229
mixed960.jpg,300,300,book,166,82,244,218
mixed1087.jpg,300,300,mug,42,114,129,176
mixed1087.jpg,300,300,mug,160,108,286,190
SmartPhone1.jpg,300,300,smartPhone,118,22,183,275
SmartPhone57.jpg,300,300,smartPhone,78,13,217,280
mixed716.jpg,300,300,book,42,59,208,226
mixed1288.jpg,300,300,book,181,119,287,248
mixed1288.jpg,300,300,cent,86,149,127,231
mixed1288.jpg,300,300,cent,118,74,147,134
mixed1288.jpg,300,300,water_bottle,41,9,96,142
SmartPhone82.jpg,300,300,smartPhone,111,8,186,286
SmartPhone76.jpg,300,300,smartPhone,47,7,258,290
mixed1228.jpg,300,300,cent,15,107,84,211
mixed1228.jpg,300,300,mug,76,27,129,104
mixed1228.jpg,300,300,mug,196,17,261,104
mixed1228.jpg,300,300,cent,133,111,183,226
mixed1228.jpg,300,300,wallet,216,131,290,224
mixed1352.jpg,300,300,mug,6,115,91,219
mixed1352.jpg,300,300,mug,161,99,222,188
mixed1352.jpg,300,300,mug,242,86,297,149
mixed954.jpg,300,300,water_bottle,52,61,129,194
mixed954.jpg,300,300,water_bottle,168,49,220,173
mixed954.jpg,300,300,wallet,90,199,177,247
mixed954.jpg,300,300,wallet,202,179,298,227
mixed935.jpg,300,300,mug,66,87,132,164
mixed935.jpg,300,300,mug,148,102,224,213
mixed155.jpg,300,300,water_bottle,95,69,138,145
mixed155.jpg,300,300,book,65,165,149,220
mixed155.jpg,300,300,book,145,117,234,161
mixed155.jpg,300,300,cent,251,112,279,150
mixed155.jpg,300,300,cent,235,90,259,128
mixed545.jpg,300,300,water_bottle,89,4,166,291
mixed545.jpg,300,300,water_bottle,201,24,256,251
mixed986.jpg,300,300,water_bottle,55,50,106,178
mixed986.jpg,300,300,cent,104,197,141,265
mixed986.jpg,300,300,cent,127,108,157,171
mixed986.jpg,300,300,book,198,139,269,254
mixed132.jpg,300,300,book,47,39,238,213
mixed750.jpg,300,300,water_bottle,82,14,166,290
mixed750.jpg,300,300,water_bottle,192,33,250,252
mixed1258.jpg,300,300,cent,50,45,108,167
mixed1258.jpg,300,300,cent,138,10,184,124
mixed1258.jpg,300,300,wallet,179,117,270,188
mixed1258.jpg,300,300,wallet,107,184,210,300
mixed1247.jpg,300,300,book,60,147,148,258
mixed1247.jpg,300,300,book,190,96,260,202
mixed1247.jpg,300,300,cent,159,83,186,154
mixed1247.jpg,300,300,water_bottle,50,15,102,149
mixed1247.jpg,300,300,water_bottle,2,107,26,178
mixed406.jpg,300,300,book,190,123,300,245
mixed406.jpg,300,300,cent,93,154,133,231
mixed406.jpg,300,300,cent,120,75,157,140
mixed406.jpg,300,300,water_bottle,42,10,102,145
mixed1250.jpg,300,300,water_bottle,139,115,179,214
mixed1250.jpg,300,300,cent,14,171,43,227
mixed197.jpg,300,300,mug,78,59,136,150
mixed197.jpg,300,300,mug,195,63,280,181
mixed944.jpg,300,300,cent,191,23,253,187
mixed944.jpg,300,300,cent,39,40,126,228
mixed914.jpg,300,300,book,20,33,242,256
mixed807.jpg,300,300,book,54,148,177,201
mixed807.jpg,300,300,water_bottle,35,60,100,151
mixed807.jpg,300,300,cent,180,168,220,241
mixed807.jpg,300,300,cent,228,133,274,188
mixed624.jpg,300,300,cent,8,27,107,208
mixed624.jpg,300,300,mug,113,11,182,104
mixed624.jpg,300,300,cent,185,16,268,229
mixed1303.jpg,300,300,wallet,107,170,182,261
mixed1303.jpg,300,300,wallet,178,116,244,177
mixed1303.jpg,300,300,cent,77,57,120,146
mixed1303.jpg,300,300,cent,153,25,187,110
mixed1270.jpg,300,300,cent,52,26,115,172
mixed1270.jpg,300,300,cent,179,28,238,181
mixed1031.jpg,300,300,cent,104,181,147,264
mixed1031.jpg,300,300,book,20,114,99,208
mixed1031.jpg,300,300,cent,132,92,161,158
mixed1031.jpg,300,300,water_bottle,198,39,253,194
mixed146.jpg,300,300,book,33,17,268,224
mixed1379.jpg,300,300,wallet,43,176,129,275
mixed1379.jpg,300,300,wallet,49,69,132,140
mixed1379.jpg,300,300,book,154,14,274,223
SmartPhone25.jpg,300,300,smartPhone,97,46,269,276
mixed623.jpg,300,300,water_bottle,71,16,177,205
mixed1195.jpg,300,300,cent,62,44,115,163
mixed1195.jpg,300,300,cent,145,4,186,113
mixed1195.jpg,300,300,wallet,110,173,210,291
mixed1195.jpg,300,300,wallet,181,107,274,175
mixed1020.jpg,300,300,wallet,39,185,120,292
mixed1020.jpg,300,300,wallet,44,82,123,151
mixed1020.jpg,300,300,book,147,19,271,233
mixed1187.jpg,300,300,book,4,101,101,193
mixed1187.jpg,300,300,water_bottle,112,1,160,145
mixed1187.jpg,300,300,cent,113,165,159,263
mixed1187.jpg,300,300,cent,205,107,243,188
purfume157.jpg,300,300,cent,98,12,204,290
mixed734.jpg,300,300,water_bottle,48,48,124,180
mixed734.jpg,300,300,water_bottle,164,42,214,165
mixed734.jpg,300,300,wallet,90,188,182,232
mixed734.jpg,300,300,wallet,202,169,294,216
mixed843.jpg,300,300,mug,93,116,249,230
mixed1214.jpg,300,300,mug,174,85,270,203
mixed1214.jpg,300,300,mug,70,101,138,188
mixed610.jpg,300,300,mug,79,98,144,188
mixed610.jpg,300,300,mug,180,81,289,205
purfume147.jpg,300,300,cent,45,8,254,246
mixed1370.jpg,300,300,book,21,26,215,263
mixed795.jpg,300,300,book,64,108,168,270
mixed795.jpg,300,300,book,173,33,286,166
mixed1108.jpg,300,300,book,7,45,238,264
mixed924.jpg,300,300,mug,32,50,112,158
mixed924.jpg,300,300,mug,179,15,299,242
mixed832.jpg,300,300,water_bottle,87,9,177,219
mixed681.jpg,300,300,mug,27,82,105,183
mixed681.jpg,300,300,mug,146,55,187,120
mixed681.jpg,300,300,mug,211,86,285,203
mixed1371.jpg,300,300,mug,29,104,145,185
mixed1371.jpg,300,300,mug,165,101,283,185
SmartPhone34.jpg,300,300,smartPhone,87,8,209,284
purfume137.jpg,300,300,cent,86,89,214,271
mixed1338.jpg,300,300,cent,64,65,138,211
mixed1338.jpg,300,300,mug,152,30,212,118
mixed1338.jpg,300,300,cent,201,72,279,253
mixed825.jpg,300,300,wallet,103,204,206,273
mixed825.jpg,300,300,wallet,183,159,270,198
mixed825.jpg,300,300,water_bottle,23,73,106,225
mixed825.jpg,300,300,water_bottle,117,52,173,174
mixed825.jpg,300,300,book,209,92,300,134
purfume43.jpg,300,300,cent,81,34,219,251
mixed154.jpg,300,300,water_bottle,77,5,173,190
mixed1186.jpg,300,300,book,47,50,230,231
purfume28.jpg,300,300,cent,68,17,237,283
mixed1028.jpg,300,300,book,48,56,261,289
mixed1162.jpg,300,300,wallet,104,57,247,190
mixed875.jpg,300,300,wallet,70,167,155,240
mixed875.jpg,300,300,wallet,161,140,263,230
mixed875.jpg,300,300,cent,90,27,137,125
mixed875.jpg,300,300,cent,173,27,210,132
mixed1192.jpg,300,300,cent,24,88,90,207
mixed1192.jpg,300,300,cent,148,89,192,218
mixed1192.jpg,300,300,mug,82,46,135,121
mixed1192.jpg,300,300,mug,202,38,262,114
purfume65.jpg,300,300,cent,166,28,286,287
SmartPhone78.jpg,300,300,smartPhone,103,2,205,297
mixed125.jpg,300,300,book,28,35,270,247
mixed1220.jpg,300,300,water_bottle,37,62,125,232
mixed1220.jpg,300,300,water_bottle,132,8,181,167
mixed1220.jpg,300,300,cent,224,97,266,173
mixed1220.jpg,300,300,cent,188,194,236,275
mixed479.jpg,300,300,mug,16,39,111,160
mixed479.jpg,300,300,mug,174,21,300,252
mixed784.jpg,300,300,book,30,3,300,216
mixed1105.jpg,300,300,mug,6,88,179,299
mixed1166.jpg,300,300,water_bottle,184,59,253,213
mixed1166.jpg,300,300,cent,29,137,85,202
mixed1166.jpg,300,300,cent,105,106,141,162
mixed1143.jpg,300,300,wallet,46,182,130,275
mixed1143.jpg,300,300,wallet,55,72,134,146
mixed1143.jpg,300,300,book,159,15,281,221
mixed1285.jpg,300,300,cent,54,42,105,166
mixed1285.jpg,300,300,cent,142,4,186,124
mixed1285.jpg,300,300,wallet,112,179,208,298
mixed1285.jpg,300,300,wallet,183,108,274,178
mixed689.jpg,300,300,mug,43,100,134,162
mixed689.jpg,300,300,mug,142,82,300,232
mixed715.jpg,300,300,mug,62,85,128,157
mixed715.jpg,300,300,mug,140,100,219,198
purfume151.jpg,300,300,cent,31,5,272,269
mixed800.jpg,300,300,mug,9,36,174,256
purfume132.jpg,300,300,cent,35,44,160,249
mixed538.jpg,300,300,cent,7,117,105,300
mixed538.jpg,300,300,cent,168,65,223,236
mixed1039.jpg,300,300,cent,40,34,126,226
mixed1039.jpg,300,300,cent,197,8,263,185
mixed1019.jpg,300,300,cent,35,64,111,256
mixed1019.jpg,300,300,cent,177,39,233,200
mixed653.jpg,300,300,cent,148,118,177,170
mixed653.jpg,300,300,cent,66,142,116,196
mixed653.jpg,300,300,water_bottle,5,57,65,153
mixed653.jpg,300,300,water_bottle,198,97,280,241
mixed1200.jpg,300,300,book,86,16,263,157
mixed1200.jpg,300,300,wallet,42,157,112,279
mixed1200.jpg,300,300,wallet,161,163,288,300
purfume152.jpg,300,300,cent,152,23,288,274
mixed725.jpg,300,300,mug,64,89,130,165
mixed725.jpg,300,300,mug,145,107,224,214
mixed1057.jpg,300,300,mug,58,111,141,170
mixed1057.jpg,300,300,mug,143,92,290,232
mixed1146.jpg,300,300,book,45,37,242,228
mixed1237.jpg,300,300,mug,51,112,136,170
mixed1237.jpg,300,300,mug,137,96,285,233
mixed1127.jpg,300,300,cent,62,71,122,245
mixed1127.jpg,300,300,cent,175,60,231,204
mixed1084.jpg,300,300,water_bottle,13,59,77,186
mixed1084.jpg,300,300,water_bottle,131,61,176,181
mixed1084.jpg,300,300,cent,100,183,166,258
mixed1084.jpg,300,300,cent,223,152,278,222
purfume56.jpg,300,300,cent,162,64,253,241
mixed723.jpg,300,300,wallet,44,25,237,126
mixed723.jpg,300,300,wallet,52,167,211,266
mixed1380.jpg,300,300,book,78,135,164,253
mixed1380.jpg,300,300,book,193,148,271,227
mixed1380.jpg,300,300,cent,162,76,188,141
mixed1380.jpg,300,300,water_bottle,47,4,97,144
SmartPhone29.jpg,300,300,smartPhone,60,58,221,265
purfume35.jpg,300,300,cent,168,58,283,248
mixed881.jpg,300,300,book,45,30,228,212
mixed1334.jpg,300,300,book,32,73,127,242
mixed1334.jpg,300,300,book,180,89,252,229
mixed1245.jpg,300,300,cent,53,25,124,176
mixed1245.jpg,300,300,cent,171,22,236,205
mixed176.jpg,300,300,water_bottle,36,42,131,262
mixed176.jpg,300,300,water_bottle,170,14,230,238
mixed446.jpg,300,300,book,26,55,222,284
mixed1226.jpg,300,300,cent,33,31,127,227
mixed1226.jpg,300,300,cent,191,20,259,186
mixed950.jpg,300,300,wallet,142,211,192,288
mixed950.jpg,300,300,wallet,152,155,215,204
mixed950.jpg,300,300,cent,68,138,102,235
mixed950.jpg,300,300,cent,117,104,146,183
mixed950.jpg,300,300,book,153,72,216,108
mixed950.jpg,300,300,water_bottle,232,3,269,126
purfume23.jpg,300,300,cent,4,2,297,296
SmartPhone15.jpg,300,300,smartPhone,90,36,210,262
purfume34.jpg,300,300,cent,53,3,241,293
mixed930.jpg,300,300,book,92,117,197,193
mixed930.jpg,300,300,water_bottle,95,9,138,128
mixed930.jpg,300,300,cent,226,132,260,208
mixed930.jpg,300,300,cent,161,180,199,266
mixed1356.jpg,300,300,book,18,34,225,261
purfume149.jpg,300,300,cent,68,33,234,262
mixed659.jpg,300,300,water_bottle,8,84,105,208
mixed659.jpg,300,300,water_bottle,133,61,186,178
mixed659.jpg,300,300,wallet,183,182,269,224
mixed659.jpg,300,300,wallet,71,214,171,266
mixed659.jpg,300,300,book,187,99,297,158
purfume77.jpg,300,300,cent,65,9,233,288
mixed533.jpg,300,300,water_bottle,4,40,79,164
mixed533.jpg,300,300,water_bottle,120,54,178,166
mixed533.jpg,300,300,wallet,6,176,85,215
mixed533.jpg,300,300,wallet,105,173,196,234
mixed533.jpg,300,300,book,211,105,298,175
mixed569.jpg,300,300,cent,63,138,101,235
mixed569.jpg,300,300,cent,116,104,143,186
mixed569.jpg,300,300,wallet,150,152,217,204
mixed569.jpg,300,300,wallet,138,211,190,288
mixed569.jpg,300,300,book,153,71,215,107
mixed569.jpg,300,300,water_bottle,230,5,273,132
purfume115.jpg,300,300,cent,1,63,113,263
mixed1016.jpg,300,300,water_bottle,173,67,252,225
mixed1016.jpg,300,300,cent,12,140,81,205
mixed1016.jpg,300,300,cent,99,108,137,163
mixed314.jpg,300,300,book,1,90,167,196
mixed314.jpg,300,300,book,147,172,272,280
mixed314.jpg,300,300,cent,187,99,259,156
mixed314.jpg,300,300,water_bottle,88,2,154,83
mixed964.jpg,300,300,water_bottle,42,116,101,228
mixed964.jpg,300,300,water_bottle,111,83,142,187
mixed964.jpg,300,300,book,148,88,206,157
mixed964.jpg,300,300,book,221,91,292,153
mixed964.jpg,300,300,wallet,82,225,136,282
mixed964.jpg,300,300,wallet,142,195,187,235
mixed306.jpg,300,300,water_bottle,7,76,98,202
mixed306.jpg,300,300,water_bottle,127,55,185,176
mixed306.jpg,300,300,book,191,91,296,153
mixed306.jpg,300,300,wallet,69,205,168,265
mixed306.jpg,300,300,wallet,179,177,270,221
purfume22.jpg,300,300,cent,94,76,204,270
purfume125.jpg,300,300,cent,91,47,211,263
mixed861.jpg,300,300,mug,67,95,134,183
mixed861.jpg,300,300,mug,168,84,266,193
purfume116.jpg,300,300,cent,79,43,220,280
mixed1093.jpg,300,300,water_bottle,89,5,175,208
mixed196.jpg,300,300,water_bottle,183,61,259,216
mixed196.jpg,300,300,cent,24,132,88,199
mixed196.jpg,300,300,cent,106,105,146,158
SmartPhone81.jpg,300,300,smartPhone,89,20,217,277
SmartPhone44.jpg,300,300,smartPhone,111,16,189,263
mixed288.jpg,300,300,wallet,68,171,158,256
mixed288.jpg,300,300,wallet,169,137,270,239
mixed288.jpg,300,300,cent,77,20,135,132
mixed288.jpg,300,300,cent,166,23,214,134
mixed1351.jpg,300,300,cent,5,81,87,242
mixed1351.jpg,300,300,cent,149,72,221,257
mixed1351.jpg,300,300,mug,93,76,152,153
mixed1351.jpg,300,300,mug,231,60,300,149
purfume49.jpg,300,300,cent,93,40,198,260
mixed1164.jpg,300,300,water_bottle,32,24,130,173
mixed1164.jpg,300,300,water_bottle,174,21,245,176
mixed1164.jpg,300,300,wallet,30,190,128,237
mixed1164.jpg,300,300,wallet,152,191,291,273
purfume38.jpg,300,300,cent,29,70,122,256
mixed860.jpg,300,300,book,7,167,106,238
mixed860.jpg,300,300,water_bottle,109,28,146,150
mixed860.jpg,300,300,water_bottle,171,28,219,153
mixed860.jpg,300,300,cent,155,175,192,234
mixed860.jpg,300,300,cent,224,149,268,213
mixed1054.jpg,300,300,book,24,23,237,242
mixed1017.jpg,300,300,mug,52,91,123,181
mixed1017.jpg,300,300,mug,165,76,252,196
purfume21.jpg,300,300,cent,160,21,293,282
purfume50.jpg,300,300,cent,110,6,190,278
SmartPhone0.jpg,300,300,smartPhone,152,31,261,270
SmartPhone0.jpg,300,300,smartPhone,39,32,145,271
mixed268.jpg,300,300,cent,161,131,221,255
mixed268.jpg,300,300,cent,157,12,203,122
mixed1299.jpg,300,300,book,25,174,165,242
mixed1299.jpg,300,300,book,46,48,157,149
mixed1299.jpg,300,300,book,191,99,295,211
purfume158.jpg,300,300,cent,67,11,240,288
mixed1091.jpg,300,300,mug,3,113,61,182
mixed1091.jpg,300,300,mug,78,91,143,177
mixed1091.jpg,300,300,mug,174,37,218,101
mixed1091.jpg,300,300,mug,234,53,296,157
mixed244.jpg,300,300,book,53,41,156,230
mixed244.jpg,300,300,book,196,70,262,200
mixed664.jpg,300,300,cent,57,49,112,162
mixed664.jpg,300,300,cent,139,6,179,113
mixed664.jpg,300,300,wallet,120,168,206,285
mixed664.jpg,300,300,wallet,176,99,269,172
mixed1244.jpg,300,300,cent,83,99,135,208
mixed1244.jpg,300,300,cent,183,59,237,182
mixed908.jpg,300,300,cent,120,16,191,222
mixed395.jpg,300,300,water_bottle,9,64,64,202
mixed395.jpg,300,300,water_bottle,204,63,261,255
mixed395.jpg,300,300,cent,87,159,129,245
mixed395.jpg,300,300,cent,138,125,163,195
mixed174.jpg,300,300,book,64,69,256,238
mixed134.jpg,300,300,water_bottle,97,4,179,211
mixed737.jpg,300,300,mug,27,67,102,171
mixed737.jpg,300,300,mug,157,36,212,138
mixed1180.jpg,300,300,book,53,140,183,199
mixed1180.jpg,300,300,water_bottle,7,62,77,155
mixed1180.jpg,300,300,cent,194,158,237,218
mixed1180.jpg,300,300,cent,228,123,256,171
SmartPhone58.jpg,300,300,smartPhone,23,38,275,272
mixed1141.jpg,300,300,water_bottle,84,29,180,224
mixed398.jpg,300,300,wallet,150,154,219,201
mixed398.jpg,300,300,wallet,130,211,195,286
mixed398.jpg,300,300,cent,65,136,102,233
mixed398.jpg,300,300,cent,117,103,144,184
mixed398.jpg,300,300,book,156,68,219,105
mixed398.jpg,300,300,water_bottle,233,1,275,131
mixed1278.jpg,300,300,book,13,140,181,222
mixed1278.jpg,300,300,cent,189,195,256,256
mixed1278.jpg,300,300,cent,237,127,293,194
mixed939.jpg,300,300,mug,63,89,125,168
mixed939.jpg,300,300,mug,144,106,224,210
SmartPhone69.jpg,300,300,smartPhone,119,51,174,251
mixed1322.jpg,300,300,water_bottle,8,79,99,206
mixed1322.jpg,300,300,water_bottle,129,59,183,176
mixed1322.jpg,300,300,book,185,97,297,154
mixed1322.jpg,300,300,wallet,75,208,168,270
mixed1322.jpg,300,300,wallet,181,181,267,222
mixed866.jpg,300,300,book,90,124,189,205
mixed866.jpg,300,300,water_bottle,94,19,144,143
mixed866.jpg,300,300,cent,162,189,201,271
mixed866.jpg,300,300,cent,224,141,265,223
purfume136.jpg,300,300,cent,23,28,277,267
mixed846.jpg,300,300,water_bottle,27,54,84,185
mixed846.jpg,300,300,cent,62,163,106,256
mixed846.jpg,300,300,book,168,90,270,247
mixed846.jpg,300,300,cent,97,108,135,174
purfume133.jpg,300,300,cent,48,13,248,286
mixed890.jpg,300,300,cent,28,58,87,158
mixed890.jpg,300,300,cent,106,100,163,198
mixed890.jpg,300,300,wallet,179,158,275,275
mixed890.jpg,300,300,mug,111,21,162,89
mixed890.jpg,300,300,mug,226,40,297,141
mixed107.jpg,300,300,water_bottle,44,2,102,141
mixed107.jpg,300,300,cent,119,66,153,134
mixed107.jpg,300,300,cent,87,144,131,217
mixed107.jpg,300,300,book,188,114,296,238
mixed1336.jpg,300,300,mug,18,94,155,300
mixed1336.jpg,300,300,mug,175,2,238,91
mixed1046.jpg,300,300,wallet,34,149,101,258
mixed1046.jpg,300,300,wallet,152,155,267,290
mixed1046.jpg,300,300,book,78,4,250,144
purfume79.jpg,300,300,cent,88,47,211,267
mixed1283.jpg,300,300,cent,23,133,91,261
mixed1283.jpg,300,300,cent,88,113,125,204
mixed1283.jpg,300,300,water_bottle,155,10,200,199
mixed1283.jpg,300,300,water_bottle,230,3,286,220
purfume120.jpg,300,300,cent,106,23,194,234
mixed517.jpg,300,300,book,31,56,249,262
purfume95.jpg,300,300,cent,161,48,270,274
mixed1102.jpg,300,300,mug,230,53,300,143
mixed1102.jpg,300,300,mug,105,60,160,137
mixed1102.jpg,300,300,cent,31,114,100,229
mixed1102.jpg,300,300,cent,151,126,210,258
mixed150.jpg,300,300,water_bottle,52,51,139,181
mixed150.jpg,300,300,water_bottle,170,40,224,164
mixed150.jpg,300,300,wallet,92,188,179,238
mixed150.jpg,300,300,wallet,202,168,300,220
mixed1254.jpg,300,300,book,20,21,251,212
mixed1133.jpg,300,300,book,89,15,263,154
mixed1133.jpg,300,300,wallet,44,159,115,276
mixed1133.jpg,300,300,wallet,166,163,288,300
purfume10.jpg,300,300,cent,182,48,267,254
SmartPhone55.jpg,300,300,smartPhone,33,6,266,296
mixed1378.jpg,300,300,mug,148,87,298,240
mixed1378.jpg,300,300,mug,52,103,144,165
mixed1042.jpg,300,300,book,191,102,300,141
mixed1042.jpg,300,300,wallet,106,217,197,287
mixed1042.jpg,300,300,wallet,177,170,254,213
mixed1042.jpg,300,300,water_bottle,8,84,98,234
mixed1042.jpg,300,300,water_bottle,109,63,163,187
